Indicator,Year,Geography,FIPS,Cases,Rate per 100000
Congenital Syphilis,2007,California,6,87,15.4
Congenital Syphilis,2008,California,6,64,11.6
Congenital Syphilis,2009,California,6,63,12
Congenital Syphilis,2010,California,6,39,7.6
Congenital Syphilis,2011,California,6,40,8
Congenital Syphilis,2012,California,6,35,6.9
Congenital Syphilis,2013,California,6,58,11.7
Congenital Syphilis,2014,California,6,102,20.3
Congenital Syphilis,2015,California,6,140,28.5
Congenital Syphilis,2016,California,6,207,42.3
Congenital Syphilis,2017,California,6,281,59.6
Congenital Syphilis,2018,California,6,329,72.3
Congenital Syphilis,2019,California,6,444,99.4
Congenital Syphilis,2020 (COVID-19 Pandemic),California,6,481,114.5
Congenital Syphilis,2021,California,6,518,123.2
"Early Non-Primary, Non-Secondary Syphilis",2000,California,6,353,1
"Early Non-Primary, Non-Secondary Syphilis",2001,California,6,408,1.2
"Early Non-Primary, Non-Secondary Syphilis",2002,California,6,716,2.1
"Early Non-Primary, Non-Secondary Syphilis",2003,California,6,820,2.3
"Early Non-Primary, Non-Secondary Syphilis",2004,California,6,873,2.5
"Early Non-Primary, Non-Secondary Syphilis",2005,California,6,"1,153",3.2
"Early Non-Primary, Non-Secondary Syphilis",2006,California,6,"1,369",3.8
"Early Non-Primary, Non-Secondary Syphilis",2007,California,6,"1,421",3.9
"Early Non-Primary, Non-Secondary Syphilis",2008,California,6,"1,648",4.5
"Early Non-Primary, Non-Secondary Syphilis",2009,California,6,"1,621",4.4
"Early Non-Primary, Non-Secondary Syphilis",2010,California,6,"1,788",4.8
"Early Non-Primary, Non-Secondary Syphilis",2011,California,6,"2,030",5.4
"Early Non-Primary, Non-Secondary Syphilis",2012,California,6,"2,519",6.6
"Early Non-Primary, Non-Secondary Syphilis",2013,California,6,"2,844",7.4
"Early Non-Primary, Non-Secondary Syphilis",2014,California,6,"3,396",8.8
"Early Non-Primary, Non-Secondary Syphilis",2015,California,6,"4,435",11.4
"Early Non-Primary, Non-Secondary Syphilis",2016,California,6,"5,289",13.5
"Early Non-Primary, Non-Secondary Syphilis",2017,California,6,"7,028",17.9
"Early Non-Primary, Non-Secondary Syphilis",2018,California,6,"7,708",19.5
"Early Non-Primary, Non-Secondary Syphilis",2019,California,6,"8,284",21
"Early Non-Primary, Non-Secondary Syphilis",2020 (COVID-19 Pandemic),California,6,"7,673",19.4
"Early Non-Primary, Non-Secondary Syphilis",2021,California,6,"8,504",21.7
Gonorrhea,2000,California,6,"21,595",63.5
Gonorrhea,2001,California,6,"23,294",67.6
Gonorrhea,2002,California,6,"24,606",70.6
Gonorrhea,2003,California,6,"25,963",73.7
Gonorrhea,2004,California,6,"30,155",84.9
Gonorrhea,2005,California,6,"34,338",96
Gonorrhea,2006,California,6,"33,740",93.9
Gonorrhea,2007,California,6,"31,294",86.5
Gonorrhea,2008,California,6,"25,787",70.6
Gonorrhea,2009,California,6,"23,228",63
Gonorrhea,2010,California,6,"26,441",70.9
Gonorrhea,2011,California,6,"27,516",73.1
Gonorrhea,2012,California,6,"33,579",88.5
Gonorrhea,2013,California,6,"38,166",99.8
Gonorrhea,2014,California,6,"45,408",117.6
Gonorrhea,2015,California,6,"54,135",139.1
Gonorrhea,2016,California,6,"64,551",164.8
Gonorrhea,2017,California,6,"75,348",191.4
Gonorrhea,2018,California,6,"79,192",200.7
Gonorrhea,2019,California,6,"80,301",203.2
Gonorrhea,2020 (COVID-19 Pandemic),California,6,"78,444",198.6
Gonorrhea,2021,California,6,"91,461",233.1
Primary and Secondary Syphilis,2000,California,6,325,1
Primary and Secondary Syphilis,2001,California,6,545,1.6
Primary and Secondary Syphilis,2002,California,6,"1,033",3
Primary and Secondary Syphilis,2003,California,6,"1,299",3.7
Primary and Secondary Syphilis,2004,California,6,"1,356",3.8
Primary and Secondary Syphilis,2005,California,6,"1,585",4.4
Primary and Secondary Syphilis,2006,California,6,"1,835",5.1
Primary and Secondary Syphilis,2007,California,6,"2,038",5.6
Primary and Secondary Syphilis,2008,California,6,"2,204",6
Primary and Secondary Syphilis,2009,California,6,"1,900",5.2
Primary and Secondary Syphilis,2010,California,6,"2,065",5.5
Primary and Secondary Syphilis,2011,California,6,"2,443",6.5
Primary and Secondary Syphilis,2012,California,6,"2,953",7.8
Primary and Secondary Syphilis,2013,California,6,"3,532",9.2
Primary and Secondary Syphilis,2014,California,6,"3,835",9.9
Primary and Secondary Syphilis,2015,California,6,"4,908",12.6
Primary and Secondary Syphilis,2016,California,6,"5,891",15
Primary and Secondary Syphilis,2017,California,6,"6,708",17
Primary and Secondary Syphilis,2018,California,6,"7,607",19.3
Primary and Secondary Syphilis,2019,California,6,"8,266",20.9
Primary and Secondary Syphilis,2020 (COVID-19 Pandemic),California,6,"7,688",19.5
Primary and Secondary Syphilis,2021,California,6,"8,724",22.2
Chlamydia,2000,Colorado,8,"12,000",277.2
Chlamydia,2001,Colorado,8,"13,239",298.7
Chlamydia,2002,Colorado,8,"14,028",311.5
Chlamydia,2003,Colorado,8,"13,039",286.8
Chlamydia,2004,Colorado,8,"14,151",307.9
Chlamydia,2005,Colorado,8,"15,432",331.5
Chlamydia,2006,Colorado,8,"16,313",343.6
Chlamydia,2007,Colorado,8,"17,186",355.3
Chlamydia,2008,Colorado,8,"19,180",389.2
Chlamydia,2009,Colorado,8,"19,998",398.8
Chlamydia,2010,Colorado,8,"19,447",385.3
Chlamydia,2011,Colorado,8,"21,811",425.9
Chlamydia,2012,Colorado,8,"21,631",416.6
Chlamydia,2013,Colorado,8,"20,386",386.9
Chlamydia,2014,Colorado,8,"21,863",408.6
Chlamydia,2015,Colorado,8,"23,857",437.7
Chlamydia,2016,Colorado,8,"25,569",461.6
Chlamydia,2017,Colorado,8,"26,995",481
Chlamydia,2018,Colorado,8,"29,124",511.7
Chlamydia,2019,Colorado,8,"29,821",517.8
Chlamydia,2020 (COVID-19 Pandemic),Colorado,8,"26,137",451.9
Chlamydia,2021,Colorado,8,"26,747",460.2
Congenital Syphilis,2000,Colorado,8,0,0
Congenital Syphilis,2001,Colorado,8,1,1.5
Congenital Syphilis,2002,Colorado,8,2,2.9
Congenital Syphilis,2003,Colorado,8,3,4.3
Congenital Syphilis,2004,Colorado,8,2,2.9
Congenital Syphilis,2005,Colorado,8,1,1.5
Congenital Syphilis,2006,Colorado,8,2,2.8
Congenital Syphilis,2007,Colorado,8,2,2.8
Congenital Syphilis,2008,Colorado,8,0,0
Congenital Syphilis,2009,Colorado,8,0,0
Congenital Syphilis,2010,Colorado,8,0,0
Congenital Syphilis,2011,Colorado,8,0,0
Congenital Syphilis,2012,Colorado,8,0,0
Congenital Syphilis,2013,Colorado,8,0,0
Congenital Syphilis,2014,Colorado,8,0,0
Congenital Syphilis,2015,Colorado,8,0,0
Congenital Syphilis,2016,Colorado,8,4,6
Congenital Syphilis,2017,Colorado,8,4,6.2
Congenital Syphilis,2018,Colorado,8,8,12.7
Congenital Syphilis,2019,Colorado,8,10,15.9
Congenital Syphilis,2020 (COVID-19 Pandemic),Colorado,8,22,35.8
Congenital Syphilis,2021,Colorado,8,30,47.7
"Early Non-Primary, Non-Secondary Syphilis",2000,Colorado,8,7,0.2
"Early Non-Primary, Non-Secondary Syphilis",2001,Colorado,8,14,0.3
"Early Non-Primary, Non-Secondary Syphilis",2002,Colorado,8,22,0.5
"Early Non-Primary, Non-Secondary Syphilis",2003,Colorado,8,20,0.4
"Early Non-Primary, Non-Secondary Syphilis",2004,Colorado,8,24,0.5
"Early Non-Primary, Non-Secondary Syphilis",2005,Colorado,8,27,0.6
"Early Non-Primary, Non-Secondary Syphilis",2006,Colorado,8,38,0.8
"Early Non-Primary, Non-Secondary Syphilis",2007,Colorado,8,35,0.7
"Early Non-Primary, Non-Secondary Syphilis",2008,Colorado,8,91,1.8
"Early Non-Primary, Non-Secondary Syphilis",2009,Colorado,8,63,1.3
"Early Non-Primary, Non-Secondary Syphilis",2010,Colorado,8,129,2.6
"Early Non-Primary, Non-Secondary Syphilis",2011,Colorado,8,154,3
"Early Non-Primary, Non-Secondary Syphilis",2012,Colorado,8,194,3.7
"Early Non-Primary, Non-Secondary Syphilis",2013,Colorado,8,195,3.7
"Early Non-Primary, Non-Secondary Syphilis",2014,Colorado,8,164,3.1
"Early Non-Primary, Non-Secondary Syphilis",2015,Colorado,8,212,3.9
"Early Non-Primary, Non-Secondary Syphilis",2016,Colorado,8,274,4.9
"Early Non-Primary, Non-Secondary Syphilis",2017,Colorado,8,281,5
"Early Non-Primary, Non-Secondary Syphilis",2018,Colorado,8,362,6.4
"Early Non-Primary, Non-Secondary Syphilis",2019,Colorado,8,453,7.9
"Early Non-Primary, Non-Secondary Syphilis",2020 (COVID-19 Pandemic),Colorado,8,519,9
"Early Non-Primary, Non-Secondary Syphilis",2021,Colorado,8,519,8.9
Gonorrhea,2000,Colorado,8,"3,112",71.9
Gonorrhea,2001,Colorado,8,"3,190",72
Gonorrhea,2002,Colorado,8,"3,511",78
Gonorrhea,2003,Colorado,8,"2,854",62.8
Gonorrhea,2004,Colorado,8,"3,054",66.5
Gonorrhea,2005,Colorado,8,"3,224",69.2
Gonorrhea,2006,Colorado,8,"3,695",77.8
Gonorrhea,2007,Colorado,8,"3,376",69.8
Gonorrhea,2008,Colorado,8,"3,757",76.2
Gonorrhea,2009,Colorado,8,"2,823",56.3
Gonorrhea,2010,Colorado,8,"2,787",55.2
Gonorrhea,2011,Colorado,8,"2,363",46.1
Gonorrhea,2012,Colorado,8,"2,822",54.3
Gonorrhea,2013,Colorado,8,"2,820",53.5
Gonorrhea,2014,Colorado,8,"3,170",59.3
Gonorrhea,2015,Colorado,8,"4,387",80.5
Gonorrhea,2016,Colorado,8,"5,975",107.9
Gonorrhea,2017,Colorado,8,"8,478",151.1
Gonorrhea,2018,Colorado,8,"8,894",156.3
Gonorrhea,2019,Colorado,8,"9,572",166.2
Gonorrhea,2020 (COVID-19 Pandemic),Colorado,8,"9,686",167.5
Gonorrhea,2021,Colorado,8,"10,596",182.3
Primary and Secondary Syphilis,2000,Colorado,8,11,0.3
Primary and Secondary Syphilis,2001,Colorado,8,23,0.5
Primary and Secondary Syphilis,2002,Colorado,8,64,1.4
Primary and Secondary Syphilis,2003,Colorado,8,39,0.9
Primary and Secondary Syphilis,2004,Colorado,8,63,1.4
Primary and Secondary Syphilis,2005,Colorado,8,46,1
Primary and Secondary Syphilis,2006,Colorado,8,69,1.5
Primary and Secondary Syphilis,2007,Colorado,8,57,1.2
Primary and Secondary Syphilis,2008,Colorado,8,128,2.6
Primary and Secondary Syphilis,2009,Colorado,8,105,2.1
Primary and Secondary Syphilis,2010,Colorado,8,138,2.7
Primary and Secondary Syphilis,2011,Colorado,8,133,2.6
Primary and Secondary Syphilis,2012,Colorado,8,208,4
Primary and Secondary Syphilis,2013,Colorado,8,163,3.1
Primary and Secondary Syphilis,2014,Colorado,8,186,3.5
Primary and Secondary Syphilis,2015,Colorado,8,245,4.5
Primary and Secondary Syphilis,2016,Colorado,8,250,4.5
Primary and Secondary Syphilis,2017,Colorado,8,292,5.2
Primary and Secondary Syphilis,2018,Colorado,8,337,5.9
Primary and Secondary Syphilis,2019,Colorado,8,486,8.4
Primary and Secondary Syphilis,2020 (COVID-19 Pandemic),Colorado,8,640,11.1
Primary and Secondary Syphilis,2021,Colorado,8,772,13.3
Chlamydia,2000,Connecticut,9,"7,604",222.9
Chlamydia,2001,Connecticut,9,"7,718",225.1
Chlamydia,2002,Connecticut,9,"9,808",284.4
Chlamydia,2003,Connecticut,9,"9,393",270.8
Chlamydia,2004,Connecticut,9,"9,552",274.9
Chlamydia,2005,Connecticut,9,"11,039",317.5
Chlamydia,2006,Connecticut,9,"10,946",314.1
Chlamydia,2007,Connecticut,9,"11,454",328.4
Chlamydia,2008,Connecticut,9,"12,519",357.4
Chlamydia,2009,Connecticut,9,"12,127",345
Chlamydia,2010,Connecticut,9,"12,649",353.4
Chlamydia,2011,Connecticut,9,"13,649",380.4
Chlamydia,2012,Connecticut,9,"13,065",363.5
Chlamydia,2013,Connecticut,9,"12,775",355.4
Chlamydia,2014,Connecticut,9,"13,382",372.3
Chlamydia,2015,Connecticut,9,"13,126",365.9
Chlamydia,2016,Connecticut,9,"13,911",388.8
Chlamydia,2017,Connecticut,9,"17,750",496.7
Chlamydia,2018,Connecticut,9,"16,732",468.5
Chlamydia,2019,Connecticut,9,"15,290",428.9
Chlamydia,2020 (COVID-19 Pandemic),Connecticut,9,"12,716",353.2
Chlamydia,2021,Connecticut,9,"14,750",409.1
Congenital Syphilis,2000,Connecticut,9,1,2.3
Congenital Syphilis,2001,Connecticut,9,2,4.7
Congenital Syphilis,2002,Connecticut,9,0,0
Congenital Syphilis,2003,Connecticut,9,1,2.3
Congenital Syphilis,2004,Connecticut,9,0,0
Congenital Syphilis,2005,Connecticut,9,1,2.4
Congenital Syphilis,2006,Connecticut,9,0,0
Congenital Syphilis,2007,Connecticut,9,2,4.8
Congenital Syphilis,2008,Connecticut,9,2,5
Congenital Syphilis,2009,Connecticut,9,2,5.1
Congenital Syphilis,2010,Connecticut,9,2,5.3
Congenital Syphilis,2011,Connecticut,9,0,0
Congenital Syphilis,2012,Connecticut,9,0,0
Congenital Syphilis,2013,Connecticut,9,0,0
Congenital Syphilis,2014,Connecticut,9,0,0
Congenital Syphilis,2015,Connecticut,9,1,2.8
Congenital Syphilis,2016,Connecticut,9,0,0
Congenital Syphilis,2017,Connecticut,9,0,0
Congenital Syphilis,2018,Connecticut,9,2,5.8
Congenital Syphilis,2019,Connecticut,9,3,8.8
Congenital Syphilis,2020 (COVID-19 Pandemic),Connecticut,9,2,6
Congenital Syphilis,2021,Connecticut,9,6,16.8
"Early Non-Primary, Non-Secondary Syphilis",2000,Connecticut,9,9,0.3
"Early Non-Primary, Non-Secondary Syphilis",2001,Connecticut,9,20,0.6
"Early Non-Primary, Non-Secondary Syphilis",2002,Connecticut,9,13,0.4
"Early Non-Primary, Non-Secondary Syphilis",2003,Connecticut,9,13,0.4
"Early Non-Primary, Non-Secondary Syphilis",2004,Connecticut,9,16,0.5
"Early Non-Primary, Non-Secondary Syphilis",2005,Connecticut,9,19,0.5
"Early Non-Primary, Non-Secondary Syphilis",2006,Connecticut,9,27,0.8
"Early Non-Primary, Non-Secondary Syphilis",2007,Connecticut,9,20,0.6
"Early Non-Primary, Non-Secondary Syphilis",2008,Connecticut,9,28,0.8
"Early Non-Primary, Non-Secondary Syphilis",2009,Connecticut,9,40,1.1
"Early Non-Primary, Non-Secondary Syphilis",2010,Connecticut,9,51,1.4
"Early Non-Primary, Non-Secondary Syphilis",2011,Connecticut,9,57,1.6
"Early Non-Primary, Non-Secondary Syphilis",2012,Connecticut,9,52,1.4
"Early Non-Primary, Non-Secondary Syphilis",2013,Connecticut,9,55,1.5
"Early Non-Primary, Non-Secondary Syphilis",2014,Connecticut,9,62,1.7
"Early Non-Primary, Non-Secondary Syphilis",2015,Connecticut,9,97,2.7
"Early Non-Primary, Non-Secondary Syphilis",2016,Connecticut,9,84,2.3
"Early Non-Primary, Non-Secondary Syphilis",2017,Connecticut,9,145,4.1
"Early Non-Primary, Non-Secondary Syphilis",2018,Connecticut,9,77,2.2
"Early Non-Primary, Non-Secondary Syphilis",2019,Connecticut,9,159,4.5
"Early Non-Primary, Non-Secondary Syphilis",2020 (COVID-19 Pandemic),Connecticut,9,207,5.7
"Early Non-Primary, Non-Secondary Syphilis",2021,Connecticut,9,284,7.9
Gonorrhea,2000,Connecticut,9,"2,912",85.4
Gonorrhea,2001,Connecticut,9,"2,546",74.3
Gonorrhea,2002,Connecticut,9,"3,241",94
Gonorrhea,2003,Connecticut,9,"3,114",89.8
Gonorrhea,2004,Connecticut,9,"2,862",82.4
Gonorrhea,2005,Connecticut,9,"2,750",79.1
Gonorrhea,2006,Connecticut,9,"2,610",74.9
Gonorrhea,2007,Connecticut,9,"2,327",66.7
Gonorrhea,2008,Connecticut,9,"2,801",80
Gonorrhea,2009,Connecticut,9,"2,558",72.8
Gonorrhea,2010,Connecticut,9,"2,569",71.8
Gonorrhea,2011,Connecticut,9,"2,449",68.2
Gonorrhea,2012,Connecticut,9,"2,133",59.3
Gonorrhea,2013,Connecticut,9,"2,860",79.6
Gonorrhea,2014,Connecticut,9,"2,333",64.9
Gonorrhea,2015,Connecticut,9,"2,088",58.2
Gonorrhea,2016,Connecticut,9,"2,731",76.3
Gonorrhea,2017,Connecticut,9,"3,913",109.5
Gonorrhea,2018,Connecticut,9,"4,959",138.8
Gonorrhea,2019,Connecticut,9,"4,418",123.9
Gonorrhea,2020 (COVID-19 Pandemic),Connecticut,9,"4,604",127.9
Gonorrhea,2021,Connecticut,9,"5,405",149.9
Primary and Secondary Syphilis,2000,Connecticut,9,16,0.5
Primary and Secondary Syphilis,2001,Connecticut,9,12,0.4
Primary and Secondary Syphilis,2002,Connecticut,9,28,0.8
Primary and Secondary Syphilis,2003,Connecticut,9,30,0.9
Primary and Secondary Syphilis,2004,Connecticut,9,45,1.3
Primary and Secondary Syphilis,2005,Connecticut,9,58,1.7
Primary and Secondary Syphilis,2006,Connecticut,9,64,1.8
Primary and Secondary Syphilis,2007,Connecticut,9,39,1.1
Primary and Secondary Syphilis,2008,Connecticut,9,34,1
Primary and Secondary Syphilis,2009,Connecticut,9,65,1.8
Primary and Secondary Syphilis,2010,Connecticut,9,98,2.7
Primary and Secondary Syphilis,2011,Connecticut,9,65,1.8
Primary and Secondary Syphilis,2012,Connecticut,9,55,1.5
Primary and Secondary Syphilis,2013,Connecticut,9,56,1.6
Primary and Secondary Syphilis,2014,Connecticut,9,86,2.4
Primary and Secondary Syphilis,2015,Connecticut,9,92,2.6
Primary and Secondary Syphilis,2016,Connecticut,9,110,3.1
Primary and Secondary Syphilis,2017,Connecticut,9,110,3.1
Primary and Secondary Syphilis,2018,Connecticut,9,91,2.5
Primary and Secondary Syphilis,2019,Connecticut,9,210,5.9
Primary and Secondary Syphilis,2020 (COVID-19 Pandemic),Connecticut,9,280,7.8
Primary and Secondary Syphilis,2021,Connecticut,9,329,9.1
Chlamydia,2000,Delaware,10,"2,856",363.2
Chlamydia,2001,Delaware,10,"2,793",351.3
Chlamydia,2002,Delaware,10,"2,649",329.2
Chlamydia,2003,Delaware,10,"3,035",372.2
Chlamydia,2004,Delaware,10,"2,954",357.1
Chlamydia,2005,Delaware,10,"3,392",403.7
Chlamydia,2006,Delaware,10,"3,615",423.6
Chlamydia,2007,Delaware,10,"3,479",402.1
Chlamydia,2008,Delaware,10,"3,868",441.2
Chlamydia,2009,Delaware,10,"4,718",533.6
Chlamydia,2010,Delaware,10,"4,464",496.2
Chlamydia,2011,Delaware,10,"4,508",496.8
Chlamydia,2012,Delaware,10,"4,438",484.9
Chlamydia,2013,Delaware,10,"5,213",564.4
Chlamydia,2014,Delaware,10,"4,473",479.7
Chlamydia,2015,Delaware,10,"4,605",489.2
Chlamydia,2016,Delaware,10,"5,365",565.4
Chlamydia,2017,Delaware,10,"5,392",563.5
Chlamydia,2018,Delaware,10,"6,038",625.4
Chlamydia,2019,Delaware,10,"5,864",602.2
Chlamydia,2020 (COVID-19 Pandemic),Delaware,10,"4,855",489.5
Chlamydia,2021,Delaware,10,"4,880",486.4
Congenital Syphilis,2000,Delaware,10,0,0
Congenital Syphilis,2001,Delaware,10,0,0
Congenital Syphilis,2002,Delaware,10,0,0
Congenital Syphilis,2003,Delaware,10,0,0
Congenital Syphilis,2004,Delaware,10,1,8.8
Congenital Syphilis,2005,Delaware,10,0,0
Congenital Syphilis,2006,Delaware,10,0,0
Congenital Syphilis,2007,Delaware,10,0,0
Congenital Syphilis,2008,Delaware,10,1,8.3
Congenital Syphilis,2009,Delaware,10,1,8.7
Congenital Syphilis,2010,Delaware,10,2,17.6
Congenital Syphilis,2011,Delaware,10,0,0
Congenital Syphilis,2012,Delaware,10,1,9.1
Congenital Syphilis,2013,Delaware,10,1,9.2
Congenital Syphilis,2014,Delaware,10,0,0
Congenital Syphilis,2015,Delaware,10,1,9
Congenital Syphilis,2016,Delaware,10,0,0
Congenital Syphilis,2017,Delaware,10,0,0
Congenital Syphilis,2018,Delaware,10,0,0
Congenital Syphilis,2019,Delaware,10,2,18.9
Congenital Syphilis,2020 (COVID-19 Pandemic),Delaware,10,2,19.2
Congenital Syphilis,2021,Delaware,10,1,9.5
"Early Non-Primary, Non-Secondary Syphilis",2000,Delaware,10,10,1.3
"Early Non-Primary, Non-Secondary Syphilis",2001,Delaware,10,18,2.3
"Early Non-Primary, Non-Secondary Syphilis",2002,Delaware,10,9,1.1
"Early Non-Primary, Non-Secondary Syphilis",2003,Delaware,10,11,1.3
"Early Non-Primary, Non-Secondary Syphilis",2004,Delaware,10,25,3
"Early Non-Primary, Non-Secondary Syphilis",2005,Delaware,10,9,1.1
"Early Non-Primary, Non-Secondary Syphilis",2006,Delaware,10,16,1.9
"Early Non-Primary, Non-Secondary Syphilis",2007,Delaware,10,14,1.6
"Early Non-Primary, Non-Secondary Syphilis",2008,Delaware,10,23,2.6
"Early Non-Primary, Non-Secondary Syphilis",2009,Delaware,10,23,2.6
"Early Non-Primary, Non-Secondary Syphilis",2010,Delaware,10,14,1.6
"Early Non-Primary, Non-Secondary Syphilis",2011,Delaware,10,49,5.4
"Early Non-Primary, Non-Secondary Syphilis",2012,Delaware,10,38,4.2
"Early Non-Primary, Non-Secondary Syphilis",2013,Delaware,10,30,3.2
"Early Non-Primary, Non-Secondary Syphilis",2014,Delaware,10,33,3.5
"Early Non-Primary, Non-Secondary Syphilis",2015,Delaware,10,47,5
"Early Non-Primary, Non-Secondary Syphilis",2016,Delaware,10,57,6
"Early Non-Primary, Non-Secondary Syphilis",2017,Delaware,10,49,5.1
"Early Non-Primary, Non-Secondary Syphilis",2018,Delaware,10,36,3.7
"Early Non-Primary, Non-Secondary Syphilis",2019,Delaware,10,65,6.7
"Early Non-Primary, Non-Secondary Syphilis",2020 (COVID-19 Pandemic),Delaware,10,70,7.1
"Early Non-Primary, Non-Secondary Syphilis",2021,Delaware,10,89,8.9
Gonorrhea,2000,Delaware,10,"1,735",220.6
Gonorrhea,2001,Delaware,10,"1,733",218
Gonorrhea,2002,Delaware,10,"1,576",195.9
Gonorrhea,2003,Delaware,10,"1,128",138.3
Gonorrhea,2004,Delaware,10,894,108.1
Gonorrhea,2005,Delaware,10,913,108.7
Gonorrhea,2006,Delaware,10,"1,485",174
Gonorrhea,2007,Delaware,10,"1,293",149.4
Gonorrhea,2008,Delaware,10,"1,045",119.2
Gonorrhea,2009,Delaware,10,971,109.8
Gonorrhea,2010,Delaware,10,"1,010",112.3
Gonorrhea,2011,Delaware,10,827,91.1
Gonorrhea,2012,Delaware,10,899,98.2
Gonorrhea,2013,Delaware,10,"1,390",150.5
Gonorrhea,2014,Delaware,10,"1,279",137.2
Gonorrhea,2015,Delaware,10,"1,310",139.2
Gonorrhea,2016,Delaware,10,"1,702",179.4
Gonorrhea,2017,Delaware,10,"1,784",186.5
Gonorrhea,2018,Delaware,10,"1,691",175.1
Gonorrhea,2019,Delaware,10,"1,617",166.1
Gonorrhea,2020 (COVID-19 Pandemic),Delaware,10,"1,503",151.5
Gonorrhea,2021,Delaware,10,"1,541",153.6
Primary and Secondary Syphilis,2000,Delaware,10,9,1.1
Primary and Secondary Syphilis,2001,Delaware,10,14,1.8
Primary and Secondary Syphilis,2002,Delaware,10,11,1.4
Primary and Secondary Syphilis,2003,Delaware,10,7,0.9
Primary and Secondary Syphilis,2004,Delaware,10,9,1.1
Primary and Secondary Syphilis,2005,Delaware,10,11,1.3
Primary and Secondary Syphilis,2006,Delaware,10,20,2.3
Primary and Secondary Syphilis,2007,Delaware,10,18,2.1
Primary and Secondary Syphilis,2008,Delaware,10,16,1.8
Primary and Secondary Syphilis,2009,Delaware,10,27,3.1
Primary and Secondary Syphilis,2010,Delaware,10,9,1
Primary and Secondary Syphilis,2011,Delaware,10,27,3
Primary and Secondary Syphilis,2012,Delaware,10,38,4.2
Primary and Secondary Syphilis,2013,Delaware,10,52,5.6
Primary and Secondary Syphilis,2014,Delaware,10,47,5
Primary and Secondary Syphilis,2015,Delaware,10,41,4.4
Primary and Secondary Syphilis,2016,Delaware,10,58,6.1
Primary and Secondary Syphilis,2017,Delaware,10,57,6
Primary and Secondary Syphilis,2018,Delaware,10,30,3.1
Primary and Secondary Syphilis,2019,Delaware,10,94,9.7
Primary and Secondary Syphilis,2020 (COVID-19 Pandemic),Delaware,10,97,9.8
