Indicator,Year,Geography,FIPS,Numerator,Percent
Vacant housing,2014,South Carolina,45,"361,344",16.5
Vacant housing,2015,South Carolina,45,"352,382",15.9
Vacant housing,2016,South Carolina,45,"358,375",16
Vacant housing,2017,South Carolina,45,"379,720",16.6
Vacant housing,2018,South Carolina,45,"390,300",16.8
Vacant housing,2019,South Carolina,45,"375,449",16
Vacant housing,2020 (COVID-19 Pandemic),South Carolina,45,"377,001",15.8
Vacant housing,2021,South Carolina,45,"345,985",14.4
Households living below the federal poverty level,2011,South Dakota,46,"20,225",9.6
Households living below the federal poverty level,2012,South Dakota,46,"17,773",8.6
Households living below the federal poverty level,2013,South Dakota,46,"19,673",9.2
Households living below the federal poverty level,2014,South Dakota,46,"19,856",9.4
Households living below the federal poverty level,2015,South Dakota,46,"18,012",8.3
Households living below the federal poverty level,2016,South Dakota,46,"17,219",8.2
Households living below the federal poverty level,2017,South Dakota,46,"17,926",8.4
Households living below the federal poverty level,2018,South Dakota,46,"17,577",8
Households living below the federal poverty level,2019,South Dakota,46,"16,349",7.3
Households living below the federal poverty level,2020 (COVID-19 Pandemic),South Dakota,46,"15,945",7.3
Households living below the federal poverty level,2021,South Dakota,46,"17,475",7.9
Population 25 years and older w/o HS diploma,2011,South Dakota,46,"50,533",9.4
Population 25 years and older w/o HS diploma,2012,South Dakota,46,"51,708",9.5
Population 25 years and older w/o HS diploma,2013,South Dakota,46,"46,281",8.4
Population 25 years and older w/o HS diploma,2014,South Dakota,46,"46,106",8.3
Population 25 years and older w/o HS diploma,2015,South Dakota,46,"50,042",8.8
Population 25 years and older w/o HS diploma,2016,South Dakota,46,"50,011",8.8
Population 25 years and older w/o HS diploma,2017,South Dakota,46,"47,626",8.3
Population 25 years and older w/o HS diploma,2018,South Dakota,46,"45,157",7.7
Population 25 years and older w/o HS diploma,2019,South Dakota,46,"46,294",7.9
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),South Dakota,46,"46,456",7.8
Population 25 years and older w/o HS diploma,2021,South Dakota,46,"41,013",6.9
Uninsured,2011,South Dakota,46,"95,908",11.9
Uninsured,2012,South Dakota,46,"94,133",11.5
Uninsured,2013,South Dakota,46,"93,326",11.3
Uninsured,2014,South Dakota,46,"81,931",9.8
Uninsured,2015,South Dakota,46,"85,915",10.2
Uninsured,2016,South Dakota,46,"74,218",8.7
Uninsured,2017,South Dakota,46,"77,338",9.1
Uninsured,2018,South Dakota,46,"84,707",9.8
Uninsured,2019,South Dakota,46,"88,337",10.2
Uninsured,2020 (COVID-19 Pandemic),South Dakota,46,"85,801",9.8
Uninsured,2021,South Dakota,46,"83,320",9.5
Vacant housing,2011,South Dakota,46,"43,306",11.8
Vacant housing,2012,South Dakota,46,"44,482",12.1
Vacant housing,2013,South Dakota,46,"38,801",10.5
Vacant housing,2014,South Dakota,46,"41,872",11.1
Vacant housing,2015,South Dakota,46,"40,870",10.7
Vacant housing,2016,South Dakota,46,"49,824",13
Vacant housing,2017,South Dakota,46,"48,390",12.3
Vacant housing,2018,South Dakota,46,"52,057",13.1
Vacant housing,2019,South Dakota,46,"47,950",11.9
Vacant housing,2020 (COVID-19 Pandemic),South Dakota,46,"55,833",13.8
Vacant housing,2021,South Dakota,46,"43,801",10.9
Households living below the federal poverty level,2011,Tennessee,47,"222,719",13.7
Households living below the federal poverty level,2012,Tennessee,47,"224,908",13.7
Households living below the federal poverty level,2013,Tennessee,47,"220,523",13.3
Households living below the federal poverty level,2014,Tennessee,47,"227,467",13.7
Households living below the federal poverty level,2015,Tennessee,47,"206,108",12.3
Households living below the federal poverty level,2016,Tennessee,47,"193,790",11.6
Households living below the federal poverty level,2017,Tennessee,47,"186,116",10.9
Households living below the federal poverty level,2018,Tennessee,47,"193,023",11.3
Households living below the federal poverty level,2019,Tennessee,47,"172,790",10
Households living below the federal poverty level,2020 (COVID-19 Pandemic),Tennessee,47,"155,083",9.1
Households living below the federal poverty level,2021,Tennessee,47,"172,932",9.7
Population 25 years and older w/o HS diploma,2011,Tennessee,47,"678,514",15.8
Population 25 years and older w/o HS diploma,2012,Tennessee,47,"641,798",14.8
Population 25 years and older w/o HS diploma,2013,Tennessee,47,"629,285",14.4
Population 25 years and older w/o HS diploma,2014,Tennessee,47,"628,360",14.2
Population 25 years and older w/o HS diploma,2015,Tennessee,47,"623,805",13.9
Population 25 years and older w/o HS diploma,2016,Tennessee,47,"590,313",13.1
Population 25 years and older w/o HS diploma,2017,Tennessee,47,"559,884",12.2
Population 25 years and older w/o HS diploma,2018,Tennessee,47,"564,949",12.2
Population 25 years and older w/o HS diploma,2019,Tennessee,47,"562,817",12
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),Tennessee,47,"492,397",10.3
Population 25 years and older w/o HS diploma,2021,Tennessee,47,"494,048",10.3
Uninsured,2011,Tennessee,47,"922,650",14.6
Uninsured,2012,Tennessee,47,"882,120",13.9
Uninsured,2013,Tennessee,47,"886,662",13.9
Uninsured,2014,Tennessee,47,"776,319",12
Uninsured,2015,Tennessee,47,"667,417",10.3
Uninsured,2016,Tennessee,47,"592,310",9
Uninsured,2017,Tennessee,47,"629,142",9.5
Uninsured,2018,Tennessee,47,"674,865",10.1
Uninsured,2019,Tennessee,47,"681,647",10.1
Uninsured,2020 (COVID-19 Pandemic),Tennessee,47,"691,111",10.2
Uninsured,2021,Tennessee,47,"686,104",10
Vacant housing,2011,Tennessee,47,"361,697",12.8
Vacant housing,2012,Tennessee,47,"354,718",12.5
Vacant housing,2013,Tennessee,47,"350,749",12.3
Vacant housing,2014,Tennessee,47,"359,754",12.5
Vacant housing,2015,Tennessee,47,"362,147",12.5
Vacant housing,2016,Tennessee,47,"363,366",12.4
Vacant housing,2017,Tennessee,47,"370,144",12.5
Vacant housing,2018,Tennessee,47,"389,272",13
Vacant housing,2019,Tennessee,47,"373,700",12.3
Vacant housing,2020 (COVID-19 Pandemic),Tennessee,47,"363,345",11.9
Vacant housing,2021,Tennessee,47,"317,597",10.3
Households living below the federal poverty level,2011,Texas,48,"888,670",14.4
Households living below the federal poverty level,2012,Texas,48,"873,487",14
Households living below the federal poverty level,2013,Texas,48,"859,866",13.6
Households living below the federal poverty level,2014,Texas,48,"858,560",13.4
Households living below the federal poverty level,2015,Texas,48,"795,551",12.2
Households living below the federal poverty level,2016,Texas,48,"792,266",12
Households living below the federal poverty level,2017,Texas,48,"756,655",11.3
Households living below the federal poverty level,2018,Texas,48,"767,251",11.4
Households living below the federal poverty level,2019,Texas,48,"720,052",10.5
Households living below the federal poverty level,2020 (COVID-19 Pandemic),Texas,48,"658,064",9.6
Households living below the federal poverty level,2021,Texas,48,"811,050",11
Population 25 years and older w/o HS diploma,2011,Texas,48,"3,038,060",18.9
Population 25 years and older w/o HS diploma,2012,Texas,48,"3,048,610",18.6
Population 25 years and older w/o HS diploma,2013,Texas,48,"3,017,932",18.1
Population 25 years and older w/o HS diploma,2014,Texas,48,"3,041,644",17.8
Population 25 years and older w/o HS diploma,2015,Texas,48,"3,071,142",17.6
Population 25 years and older w/o HS diploma,2016,Texas,48,"3,036,008",17.1
Population 25 years and older w/o HS diploma,2017,Texas,48,"2,969,023",16.4
Population 25 years and older w/o HS diploma,2018,Texas,48,"2,963,969",16
Population 25 years and older w/o HS diploma,2019,Texas,48,"2,882,388",15.4
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),Texas,48,"2,706,682",14.2
Population 25 years and older w/o HS diploma,2021,Texas,48,"2,808,904",14.6
Uninsured,2011,Texas,48,"5,789,846",23
Uninsured,2012,Texas,48,"5,762,358",22.5
Uninsured,2013,Texas,48,"5,748,167",22.1
Uninsured,2014,Texas,48,"5,047,477",19.1
Uninsured,2015,Texas,48,"4,615,225",17.1
Uninsured,2016,Texas,48,"4,545,380",16.6
Uninsured,2017,Texas,48,"4,816,968",17.3
Uninsured,2018,Texas,48,"5,002,893",17.7
Uninsured,2019,Texas,48,"5,233,960",18.4
Uninsured,2020 (COVID-19 Pandemic),Texas,48,"5,061,949",17.5
Uninsured,2021,Texas,48,"5,224,044",18
Vacant housing,2011,Texas,48,"1,248,872",12.4
Vacant housing,2012,Texas,48,"1,183,876",11.7
Vacant housing,2013,Texas,48,"1,145,350",11.2
Vacant housing,2014,Texas,48,"1,149,563",11
Vacant housing,2015,Texas,48,"1,166,824",11
Vacant housing,2016,Texas,48,"1,218,656",11.3
Vacant housing,2017,Texas,48,"1,309,501",12
Vacant housing,2018,Texas,48,"1,325,415",11.9
Vacant housing,2019,Texas,48,"1,298,766",11.5
Vacant housing,2020 (COVID-19 Pandemic),Texas,48,"1,216,084",10.6
Vacant housing,2021,Texas,48,"1,071,573",9
Households living below the federal poverty level,2011,Utah,49,"68,898",10.4
Households living below the federal poverty level,2012,Utah,49,"63,999",9.6
Households living below the federal poverty level,2013,Utah,49,"62,992",9.3
Households living below the federal poverty level,2014,Utah,49,"58,777",8.5
Households living below the federal poverty level,2015,Utah,49,"57,534",8.3
Households living below the federal poverty level,2016,Utah,49,"51,201",7.2
Households living below the federal poverty level,2017,Utah,49,"48,453",6.7
Households living below the federal poverty level,2018,Utah,49,"45,370",6.1
Households living below the federal poverty level,2019,Utah,49,"46,419",6.1
Households living below the federal poverty level,2020 (COVID-19 Pandemic),Utah,49,"36,222",4.7
Households living below the federal poverty level,2021,Utah,49,"47,084",5.9
Population 25 years and older w/o HS diploma,2011,Utah,49,"156,041",9.7
Population 25 years and older w/o HS diploma,2012,Utah,49,"147,720",9
Population 25 years and older w/o HS diploma,2013,Utah,49,"140,318",8.4
Population 25 years and older w/o HS diploma,2014,Utah,49,"146,607",8.6
Population 25 years and older w/o HS diploma,2015,Utah,49,"147,766",8.5
Population 25 years and older w/o HS diploma,2016,Utah,49,"147,403",8.3
Population 25 years and older w/o HS diploma,2017,Utah,49,"143,535",7.9
Population 25 years and older w/o HS diploma,2018,Utah,49,"142,082",7.6
Population 25 years and older w/o HS diploma,2019,Utah,49,"133,060",7
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),Utah,49,"117,471",6
Population 25 years and older w/o HS diploma,2021,Utah,49,"137,248",6.8
Uninsured,2011,Utah,49,"426,064",15.3
Uninsured,2012,Utah,49,"409,171",14.5
Uninsured,2013,Utah,49,"402,124",14
Uninsured,2014,Utah,49,"365,523",12.5
Uninsured,2015,Utah,49,"311,341",10.5
Uninsured,2016,Utah,49,"264,807",8.8
Uninsured,2017,Utah,49,"281,753",9.2
Uninsured,2018,Utah,49,"295,364",9.4
Uninsured,2019,Utah,49,"306,856",9.7
Uninsured,2020 (COVID-19 Pandemic),Utah,49,"273,006",8.5
Uninsured,2021,Utah,49,"298,788",9
Vacant housing,2011,Utah,49,"108,872",11
Vacant housing,2012,Utah,49,"101,086",10.1
Vacant housing,2013,Utah,49,"106,689",10.6
Vacant housing,2014,Utah,49,"104,223",10.2
Vacant housing,2015,Utah,49,"107,085",10.3
Vacant housing,2016,Utah,49,"111,095",10.5
Vacant housing,2017,Utah,49,"109,237",10.1
Vacant housing,2018,Utah,49,"109,848",9.9
Vacant housing,2019,Utah,49,"109,688",9.7
Vacant housing,2020 (COVID-19 Pandemic),Utah,49,"109,874",9.5
Vacant housing,2021,Utah,49,"88,655",7.4
Households living below the federal poverty level,2011,Vermont,50,"11,152",6.9
Households living below the federal poverty level,2012,Vermont,50,"11,905",7.4
Households living below the federal poverty level,2013,Vermont,50,"12,163",7.8
Households living below the federal poverty level,2014,Vermont,50,"14,095",8.7
Households living below the federal poverty level,2015,Vermont,50,"8,838",5.8
Households living below the federal poverty level,2016,Vermont,50,"11,890",7.7
Households living below the federal poverty level,2017,Vermont,50,"10,755",7
Households living below the federal poverty level,2018,Vermont,50,"9,660",6.2
Households living below the federal poverty level,2019,Vermont,50,"9,057",5.8
Households living below the federal poverty level,2020 (COVID-19 Pandemic),Vermont,50,"6,650",4.3
Households living below the federal poverty level,2021,Vermont,50,"10,397",6.3
Population 25 years and older w/o HS diploma,2011,Vermont,50,"36,076",8.3
Population 25 years and older w/o HS diploma,2012,Vermont,50,"36,101",8.3
Population 25 years and older w/o HS diploma,2013,Vermont,50,"37,075",8.5
Population 25 years and older w/o HS diploma,2014,Vermont,50,"35,062",8
Population 25 years and older w/o HS diploma,2015,Vermont,50,"36,469",8.3
Population 25 years and older w/o HS diploma,2016,Vermont,50,"34,570",7.8
Population 25 years and older w/o HS diploma,2017,Vermont,50,"32,420",7.4
Population 25 years and older w/o HS diploma,2018,Vermont,50,"28,903",6.5
Population 25 years and older w/o HS diploma,2019,Vermont,50,"30,858",6.9
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),Vermont,50,"26,007",5.8
Population 25 years and older w/o HS diploma,2021,Vermont,50,"25,227",5.5
Uninsured,2011,Vermont,50,"41,209",6.6
Uninsured,2012,Vermont,50,"40,053",6.5
Uninsured,2013,Vermont,50,"44,904",7.2
Uninsured,2014,Vermont,50,"30,716",5
Uninsured,2015,Vermont,50,"23,676",3.8
Uninsured,2016,Vermont,50,"22,994",3.7
Uninsured,2017,Vermont,50,"28,111",4.6
Uninsured,2018,Vermont,50,"24,988",4
Uninsured,2019,Vermont,50,"27,741",4.5
Uninsured,2020 (COVID-19 Pandemic),Vermont,50,"25,505",4.1
Uninsured,2021,Vermont,50,"23,375",3.7
Vacant housing,2011,Vermont,50,"67,027",20.7
Vacant housing,2012,Vermont,50,"65,532",20.2
Vacant housing,2013,Vermont,50,"70,702",21.8
Vacant housing,2014,Vermont,50,"68,545",21
Vacant housing,2015,Vermont,50,"72,009",22
Vacant housing,2016,Vermont,50,"74,688",22.7
Vacant housing,2017,Vermont,50,"78,619",23.5
Vacant housing,2018,Vermont,50,"75,760",22.5
Vacant housing,2019,Vermont,50,"76,645",22.6
Vacant housing,2020 (COVID-19 Pandemic),Vermont,50,"78,052",22.9
Vacant housing,2021,Vermont,50,"66,584",19.8
Households living below the federal poverty level,2011,Virginia,51,"164,895",8.2
Households living below the federal poverty level,2012,Virginia,51,"175,820",8.6
Households living below the federal poverty level,2013,Virginia,51,"172,131",8.4
Households living below the federal poverty level,2014,Virginia,51,"170,882",8.3
Households living below the federal poverty level,2015,Virginia,51,"160,279",7.8
Households living below the federal poverty level,2016,Virginia,51,"156,792",7.6
Households living below the federal poverty level,2017,Virginia,51,"148,478",7.1
Households living below the federal poverty level,2018,Virginia,51,"148,696",7.1
Households living below the federal poverty level,2019,Virginia,51,"136,160",6.5
Households living below the federal poverty level,2020 (COVID-19 Pandemic),Virginia,51,"119,748",5.8
Households living below the federal poverty level,2021,Virginia,51,"149,381",6.9
Population 25 years and older w/o HS diploma,2011,Virginia,51,"655,680",12.1
Population 25 years and older w/o HS diploma,2012,Virginia,51,"666,077",12.1
Population 25 years and older w/o HS diploma,2013,Virginia,51,"645,102",11.6
Population 25 years and older w/o HS diploma,2014,Virginia,51,"646,679",11.5
Population 25 years and older w/o HS diploma,2015,Virginia,51,"629,761",11.1
Population 25 years and older w/o HS diploma,2016,Virginia,51,"614,314",10.7
Population 25 years and older w/o HS diploma,2017,Virginia,51,"593,377",10.3
Population 25 years and older w/o HS diploma,2018,Virginia,51,"588,385",10.1
Population 25 years and older w/o HS diploma,2019,Virginia,51,"584,712",10
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),Virginia,51,"507,967",8.6
Population 25 years and older w/o HS diploma,2021,Virginia,51,"511,972",8.6
Uninsured,2011,Virginia,51,"982,861",12.5
Uninsured,2012,Virginia,51,"999,735",12.5
Uninsured,2013,Virginia,51,"990,626",12.3
Uninsured,2014,Virginia,51,"883,636",10.9
Uninsured,2015,Virginia,51,"746,293",9.1
Uninsured,2016,Virginia,51,"714,884",8.7
Uninsured,2017,Virginia,51,"729,179",8.8
Uninsured,2018,Virginia,51,"731,469",8.8
Uninsured,2019,Virginia,51,"658,286",7.9
Uninsured,2020 (COVID-19 Pandemic),Virginia,51,"605,047",7.2
Uninsured,2021,Virginia,51,"574,178",6.8
Vacant housing,2011,Virginia,51,"397,151",11.7
Vacant housing,2012,Virginia,51,"359,422",10.6
Vacant housing,2013,Virginia,51,"356,714",10.5
Vacant housing,2014,Virginia,51,"362,765",10.5
Vacant housing,2015,Virginia,51,"362,057",10.4
Vacant housing,2016,Virginia,51,"370,493",10.6
Vacant housing,2017,Virginia,51,"392,037",11.2
Vacant housing,2018,Virginia,51,"363,461",10.3
Vacant housing,2019,Virginia,51,"370,411",10.4
Vacant housing,2020 (COVID-19 Pandemic),Virginia,51,"372,920",10.4
Vacant housing,2021,Virginia,51,"320,868",8.8
Households living below the federal poverty level,2011,Washington,53,"159,786",9.4
Households living below the federal poverty level,2012,Washington,53,"156,964",9.3
Households living below the federal poverty level,2013,Washington,53,"161,986",9.5
Households living below the federal poverty level,2014,Washington,53,"151,809",8.8
Households living below the federal poverty level,2015,Washington,53,"139,087",7.9
Households living below the federal poverty level,2016,Washington,53,"126,667",7.1
Households living below the federal poverty level,2017,Washington,53,"130,199",7.1
Households living below the federal poverty level,2018,Washington,53,"118,417",6.3
Households living below the federal poverty level,2019,Washington,53,"116,740",6.2
Households living below the federal poverty level,2020 (COVID-19 Pandemic),Washington,53,"115,840",6.1
Households living below the federal poverty level,2021,Washington,53,"125,910",6.5
Population 25 years and older w/o HS diploma,2011,Washington,53,"449,176",9.8
Population 25 years and older w/o HS diploma,2012,Washington,53,"446,002",9.6
Population 25 years and older w/o HS diploma,2013,Washington,53,"465,904",9.9
Population 25 years and older w/o HS diploma,2014,Washington,53,"454,526",9.5
Population 25 years and older w/o HS diploma,2015,Washington,53,"448,231",9.1
Population 25 years and older w/o HS diploma,2016,Washington,53,"458,837",9.1
Population 25 years and older w/o HS diploma,2017,Washington,53,"443,963",8.7
Population 25 years and older w/o HS diploma,2018,Washington,53,"437,484",8.4
Population 25 years and older w/o HS diploma,2019,Washington,53,"440,074",8.3
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),Washington,53,"422,994",7.9
Population 25 years and older w/o HS diploma,2021,Washington,53,"413,305",7.7
Uninsured,2011,Washington,53,"952,630",14.2
Uninsured,2012,Washington,53,"944,771",13.9
Uninsured,2013,Washington,53,"959,991",14
Uninsured,2014,Washington,53,"642,654",9.2
Uninsured,2015,Washington,53,"467,967",6.6
Uninsured,2016,Washington,53,"428,092",6
Uninsured,2017,Washington,53,"446,106",6.1
Uninsured,2018,Washington,53,"477,284",6.4
Uninsured,2019,Washington,53,"496,047",6.6
Uninsured,2020 (COVID-19 Pandemic),Washington,53,"477,084",6.3
Uninsured,2021,Washington,53,"488,053",6.4
Vacant housing,2011,Washington,53,"274,984",9.5
Vacant housing,2012,Washington,53,"277,958",9.5
Vacant housing,2013,Washington,53,"283,743",9.7
Vacant housing,2014,Washington,53,"283,692",9.6
Vacant housing,2015,Washington,53,"263,011",8.8
Vacant housing,2016,Washington,53,"257,726",8.5
Vacant housing,2017,Washington,53,"262,886",8.5
Vacant housing,2018,Washington,53,"252,509",8
Vacant housing,2019,Washington,53,"262,621",8.2
Vacant housing,2020 (COVID-19 Pandemic),Washington,53,"255,063",7.9
Vacant housing,2021,Washington,53,"234,885",7.2
Households living below the federal poverty level,2011,West Virginia,54,"65,460",13.7
Households living below the federal poverty level,2012,West Virginia,54,"60,828",12.9
Households living below the federal poverty level,2013,West Virginia,54,"64,718",13.5
Households living below the federal poverty level,2014,West Virginia,54,"61,946",13.1
Households living below the federal poverty level,2015,West Virginia,54,"63,713",13.5
Households living below the federal poverty level,2016,West Virginia,54,"60,294",12.9
Households living below the federal poverty level,2017,West Virginia,54,"65,077",14.1
Households living below the federal poverty level,2018,West Virginia,54,"60,048",13
Households living below the federal poverty level,2019,West Virginia,54,"52,222",11.1
Households living below the federal poverty level,2020 (COVID-19 Pandemic),West Virginia,54,"48,616",10.9
Households living below the federal poverty level,2021,West Virginia,54,"56,866",12.3
Population 25 years and older w/o HS diploma,2011,West Virginia,54,"204,483",15.8
Population 25 years and older w/o HS diploma,2012,West Virginia,54,"200,911",15.5
Population 25 years and older w/o HS diploma,2013,West Virginia,54,"199,280",15.4
Population 25 years and older w/o HS diploma,2014,West Virginia,54,"193,156",14.9
Population 25 years and older w/o HS diploma,2015,West Virginia,54,"182,115",14
Population 25 years and older w/o HS diploma,2016,West Virginia,54,"181,301",14
Population 25 years and older w/o HS diploma,2017,West Virginia,54,"165,261",12.9
Population 25 years and older w/o HS diploma,2018,West Virginia,54,"156,585",12.2
Population 25 years and older w/o HS diploma,2019,West Virginia,54,"164,805",12.9
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),West Virginia,54,"138,693",10.9
Population 25 years and older w/o HS diploma,2021,West Virginia,54,"141,468",11.2
Uninsured,2011,West Virginia,54,"272,287",14.9
Uninsured,2012,West Virginia,54,"263,809",14.4
Uninsured,2013,West Virginia,54,"255,069",14
Uninsured,2014,West Virginia,54,"156,090",8.6
Uninsured,2015,West Virginia,54,"108,082",6
Uninsured,2016,West Virginia,54,"95,882",5.3
Uninsured,2017,West Virginia,54,"108,889",6.1
Uninsured,2018,West Virginia,54,"114,106",6.4
Uninsured,2019,West Virginia,54,"117,644",6.7
Uninsured,2020 (COVID-19 Pandemic),West Virginia,54,"116,485",6.6
Uninsured,2021,West Virginia,54,"106,817",6.1
Vacant housing,2011,West Virginia,54,"146,413",16.6
Vacant housing,2012,West Virginia,54,"141,256",16
Vacant housing,2013,West Virginia,54,"140,771",16
Vacant housing,2014,West Virginia,54,"149,199",16.9
Vacant housing,2015,West Virginia,54,"151,003",17.1
Vacant housing,2016,West Virginia,54,"164,585",18.6
Vacant housing,2017,West Virginia,54,"176,932",19.8
Vacant housing,2018,West Virginia,54,"159,039",17.8
Vacant housing,2019,West Virginia,54,"166,808",18.6
Vacant housing,2020 (COVID-19 Pandemic),West Virginia,54,"162,490",18.1
Vacant housing,2021,West Virginia,54,"136,261",15.9
Households living below the federal poverty level,2011,Wisconsin,55,"128,738",8.8
Households living below the federal poverty level,2012,Wisconsin,55,"130,080",8.9
Households living below the federal poverty level,2013,Wisconsin,55,"134,180",9.2
Households living below the federal poverty level,2014,Wisconsin,55,"133,729",9
Households living below the federal poverty level,2015,Wisconsin,55,"116,104",7.9
Households living below the federal poverty level,2016,Wisconsin,55,"112,491",7.7
Households living below the federal poverty level,2017,Wisconsin,55,"104,965",7.1
Households living below the federal poverty level,2018,Wisconsin,55,"104,116",7
Households living below the federal poverty level,2019,Wisconsin,55,"91,147",6.2
Households living below the federal poverty level,2020 (COVID-19 Pandemic),Wisconsin,55,"88,097",6
Households living below the federal poverty level,2021,Wisconsin,55,"102,996",6.8
Population 25 years and older w/o HS diploma,2011,Wisconsin,55,"371,643",9.7
Population 25 years and older w/o HS diploma,2012,Wisconsin,55,"354,584",9.2
Population 25 years and older w/o HS diploma,2013,Wisconsin,55,"353,015",9.1
Population 25 years and older w/o HS diploma,2014,Wisconsin,55,"339,140",8.7
Population 25 years and older w/o HS diploma,2015,Wisconsin,55,"335,544",8.6
Population 25 years and older w/o HS diploma,2016,Wisconsin,55,"317,744",8.1
Population 25 years and older w/o HS diploma,2017,Wisconsin,55,"301,971",7.6
Population 25 years and older w/o HS diploma,2018,Wisconsin,55,"315,219",7.9
Population 25 years and older w/o HS diploma,2019,Wisconsin,55,"290,862",7.2
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),Wisconsin,55,"277,528",6.9
Population 25 years and older w/o HS diploma,2021,Wisconsin,55,"272,074",6.7
Uninsured,2011,Wisconsin,55,"506,674",9
Uninsured,2012,Wisconsin,55,"505,998",9
Uninsured,2013,Wisconsin,55,"517,796",9.1
Uninsured,2014,Wisconsin,55,"417,723",7.3
Uninsured,2015,Wisconsin,55,"322,616",5.7
Uninsured,2016,Wisconsin,55,"300,206",5.3
Uninsured,2017,Wisconsin,55,"309,404",5.4
Uninsured,2018,Wisconsin,55,"313,158",5.5
Uninsured,2019,Wisconsin,55,"328,654",5.7
Uninsured,2020 (COVID-19 Pandemic),Wisconsin,55,"323,891",5.6
Uninsured,2021,Wisconsin,55,"312,171",5.4
Vacant housing,2011,Wisconsin,55,"359,454",13.6
Vacant housing,2012,Wisconsin,55,"344,263",13.1
Vacant housing,2013,Wisconsin,55,"343,996",13.1
Vacant housing,2014,Wisconsin,55,"340,657",12.9
Vacant housing,2015,Wisconsin,55,"337,131",12.7
Vacant housing,2016,Wisconsin,55,"341,445",12.8
Vacant housing,2017,Wisconsin,55,"345,010",12.8
Vacant housing,2018,Wisconsin,55,"338,758",12.5
Vacant housing,2019,Wisconsin,55,"338,530",12.4
Vacant housing,2020 (COVID-19 Pandemic),Wisconsin,55,"344,961",12.6
Vacant housing,2021,Wisconsin,55,"298,304",10.9
Households living below the federal poverty level,2011,Wyoming,56,"11,267",7.9
Households living below the federal poverty level,2012,Wyoming,56,"12,473",8.5
Households living below the federal poverty level,2013,Wyoming,56,"12,479",8.4
Households living below the federal poverty level,2014,Wyoming,56,"11,028",7.4
Households living below the federal poverty level,2015,Wyoming,56,"9,746",6.7
Households living below the federal poverty level,2016,Wyoming,56,"9,168",6.3
Households living below the federal poverty level,2017,Wyoming,56,"11,075",7.6
Households living below the federal poverty level,2018,Wyoming,56,"10,261",7.1
Households living below the federal poverty level,2019,Wyoming,56,"10,089",6.6
Households living below the federal poverty level,2020 (COVID-19 Pandemic),Wyoming,56,"8,239",5.3
Households living below the federal poverty level,2021,Wyoming,56,"11,764",7.8
Population 25 years and older w/o HS diploma,2011,Wyoming,56,"30,049",8
Population 25 years and older w/o HS diploma,2012,Wyoming,56,"31,618",8.3
Population 25 years and older w/o HS diploma,2013,Wyoming,56,"24,954",6.5
Population 25 years and older w/o HS diploma,2014,Wyoming,56,"29,172",7.5
Population 25 years and older w/o HS diploma,2015,Wyoming,56,"30,425",7.8
Population 25 years and older w/o HS diploma,2016,Wyoming,56,"26,691",6.9
Population 25 years and older w/o HS diploma,2017,Wyoming,56,"27,353",7.1
Population 25 years and older w/o HS diploma,2018,Wyoming,56,"26,309",6.7
Population 25 years and older w/o HS diploma,2019,Wyoming,56,"21,250",5.5
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),Wyoming,56,"24,605",6.2
Population 25 years and older w/o HS diploma,2021,Wyoming,56,"25,356",6.4
Uninsured,2011,Wyoming,56,"85,831",15.4
Uninsured,2012,Wyoming,56,"87,084",15.4
Uninsured,2013,Wyoming,56,"77,028",13.4
Uninsured,2014,Wyoming,56,"68,748",12
Uninsured,2015,Wyoming,56,"66,494",11.5
Uninsured,2016,Wyoming,56,"66,513",11.5
Uninsured,2017,Wyoming,56,"69,715",12.3
Uninsured,2018,Wyoming,56,"59,337",10.5
Uninsured,2019,Wyoming,56,"70,053",12.3
Uninsured,2020 (COVID-19 Pandemic),Wyoming,56,"64,701",11.3
Uninsured,2021,Wyoming,56,"69,308",12.2
Vacant housing,2011,Wyoming,56,"43,015",16.2
Vacant housing,2012,Wyoming,56,"41,694",15.7
Vacant housing,2013,Wyoming,56,"41,468",15.6
Vacant housing,2014,Wyoming,56,"35,611",13.3
Vacant housing,2015,Wyoming,56,"40,532",15
Vacant housing,2016,Wyoming,56,"47,006",17.4
Vacant housing,2017,Wyoming,56,"50,937",18.4
Vacant housing,2018,Wyoming,56,"48,363",17.4
Vacant housing,2019,Wyoming,56,"47,153",16.8
Vacant housing,2020 (COVID-19 Pandemic),Wyoming,56,"44,767",15.9
Vacant housing,2021,Wyoming,56,"31,610",11.5
